Price,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,,,
2018-01-02,40.304176330566406,43.064998626708984,0.0,43.07500076293945,42.314998626708984,42.540000915527344,0.0,102223600
2018-01-03,40.29715347290039,43.057498931884766,0.0,43.63750076293945,42.9900016784668,43.13249969482422,0.0,118071600
2018-01-04,40.48433303833008,43.25749969482422,0.0,43.36750030517578,43.02000045776367,43.1349983215332,0.0,89738400
2018-01-05,40.94527053833008,43.75,0.0,43.842498779296875,43.26250076293945,43.36000061035156,0.0,94640000
2018-01-08,40.79317092895508,43.587501525878906,0.0,43.90250015258789,43.48249816894531,43.587501525878906,0.0,82271200
2018-01-09,40.78849792480469,43.58250045776367,0.0,43.76499938964844,43.352500915527344,43.63750076293945,0.0,86336000
2018-01-10,40.779144287109375,43.5724983215332,0.0,43.57500076293945,43.25,43.290000915527344,0.0,95839600
2018-01-11,41.010772705078125,43.81999969482422,0.0,43.872501373291016,43.622501373291016,43.647499084472656,0.0,74670800
2018-01-12,41.434268951416016,44.272499084472656,0.0,44.34000015258789,43.912498474121094,44.04499816894531,0.0,101672400
2018-01-16,41.223690032958984,44.04750061035156,0.0,44.84749984741211,44.03499984741211,44.474998474121094,0.0,118263600
2018-01-17,41.90455627441406,44.775001525878906,0.0,44.8125,43.76750183105469,44.037498474121094,0.0,137547200
2018-01-18,41.941993713378906,44.814998626708984,0.0,45.025001525878906,44.5625,44.842498779296875,0.0,124773600
2018-01-19,41.75481033325195,44.6150016784668,0.0,44.89500045776367,44.352500915527344,44.65250015258789,0.0,129700400
2018-01-22,41.41321563720703,44.25,0.0,44.44499969482422,44.150001525878906,44.32500076293945,0.0,108434400
2018-01-23,41.42257308959961,44.2599983215332,0.0,44.86000061035156,44.20500183105469,44.32500076293945,0.0,130756400
2018-01-24,40.76276397705078,43.55500030517578,0.0,44.32500076293945,43.29999923706055,44.3125,0.0,204420400
2018-01-25,40.03511428833008,42.77750015258789,0.0,43.73749923706055,42.63249969482422,43.627498626708984,0.0,166116000
2018-01-26,40.12869644165039,42.877498626708984,0.0,43.0,42.51499938964844,43.0,0.0,156572000
2018-01-29,39.298091888427734,41.9900016784668,0.0,42.540000915527344,41.76750183105469,42.540000915527344,0.0,202561600
2018-01-30,39.066463470458984,41.74250030517578,0.0,41.842498779296875,41.17499923706055,41.38249969482422,0.0,184192800
2018-01-31,39.174095153808594,41.85749816894531,0.0,42.11000061035156,41.625,41.717498779296875,0.0,129915600
2018-02-01,39.255977630615234,41.94499969482422,0.0,42.154998779296875,41.689998626708984,41.79249954223633,0.0,188923200
2018-02-02,37.55265426635742,40.125,0.0,41.70000076293945,40.025001525878906,41.5,0.0,346375200
2018-02-05,36.61442565917969,39.122501373291016,0.0,40.970001220703125,39.0,39.775001525878906,0.0,290954000
2018-02-06,38.14460754394531,40.75749969482422,0.0,40.93000030517578,38.5,38.70750045776367,0.0,272975200
2018-02-07,37.328033447265625,39.8849983215332,0.0,40.849998474121094,39.76750183105469,40.772499084472656,0.0,206434400
2018-02-08,36.3009033203125,38.787498474121094,0.0,40.25,38.75749969482422,40.0724983215332,0.0,217562000
2018-02-09,36.74491500854492,39.102500915527344,0.1575,39.47249984741211,37.560001373291016,39.26750183105469,0.0,282690400
2018-02-12,38.224945068359375,40.6775016784668,0.0,40.97249984741211,39.377498626708984,39.625,0.0,243278000
2018-02-13,38.607879638671875,41.084999084472656,0.0,41.1875,40.412498474121094,40.48749923706055,0.0,130196800
2018-02-14,39.31970977783203,41.842498779296875,0.0,41.8849983215332,40.720001220703125,40.7599983215332,0.0,162579600
2018-02-15,40.6400032043457,43.247501373291016,0.0,43.272499084472656,42.25,42.4474983215332,0.0,204588800
2018-02-16,40.50843048095703,43.10749816894531,0.0,43.70500183105469,42.942501068115234,43.09000015258789,0.0,160704400
2018-02-20,40.37217712402344,42.962501525878906,0.0,43.564998626708984,42.85499954223633,43.01250076293945,0.0,135722000
2018-02-21,40.188934326171875,42.76750183105469,0.0,43.529998779296875,42.752498626708984,43.20750045776367,0.0,149886400
2018-02-22,40.52488708496094,43.125,0.0,43.48749923706055,42.9275016784668,42.95000076293945,0.0,123967600
2018-02-23,41.22966003417969,43.875,0.0,43.912498474121094,43.3849983215332,43.41749954223633,0.0,135249600
2018-02-26,42.044857025146484,44.74250030517578,0.0,44.84749984741211,44.0525016784668,44.087501525878906,0.0,152648800
2018-02-27,41.90859603881836,44.59749984741211,0.0,45.119998931884766,44.540000915527344,44.775001525878906,0.0,155712400
2018-02-28,41.845176696777344,44.529998779296875,0.0,45.154998779296875,44.51250076293945,44.814998626708984,0.0,151128400
2018-03-01,41.11220932006836,43.75,0.0,44.94499969482422,43.165000915527344,44.6349983215332,0.0,195208000
2018-03-02,41.39646530151367,44.0525016784668,0.0,44.07500076293945,43.11249923706055,43.20000076293945,0.0,153816000
2018-03-05,41.53977966308594,44.20500183105469,0.0,44.435001373291016,43.630001068115234,43.8025016784668,0.0,113605600
